question_id,clause_id,n_models,n_judges,mean_kendall_tau,min_kendall_tau,max_kendall_tau,top1_winner,top1_agreement,top1_margin
18:11,18,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
18:12,18,7,5,0.600000,0.238095,0.904762,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
18:13,18,7,5,0.771429,0.619048,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
18:14,18,7,5,0.371429,0.047619,0.714286,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
18:15,18,7,5,0.733333,0.428571,0.904762,meta-llama/Llama-3.2-1B,0.400000,0.000000
18:16,18,7,5,0.676190,0.333333,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
18:17,18,7,5,0.961905,0.904762,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
18:18,18,7,5,0.809524,0.523810,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
18:19,18,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
18:2,18,7,5,0.733333,0.523810,0.904762,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
18:20,18,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
18:21,18,7,5,0.752381,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
18:22,18,7,5,0.866667,0.714286,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
18:23,18,7,5,0.257143,-0.238095,0.714286,meta-llama/Llama-3.2-1B,0.600000,0.200000
18:24,18,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
18:25,18,7,5,1.000000,1.000000,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
18:26,18,7,5,0.752381,0.619048,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
18:27,18,7,5,0.657143,0.333333,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
18:28,18,7,5,0.542857,0.238095,0.809524,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
18:29,18,7,5,0.771429,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
18:3,18,7,5,0.638095,0.428571,0.904762,meta-llama/Llama-3.2-1B,0.800000,0.600000
18:30,18,7,5,0.733333,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
18:31,18,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
18:32,18,7,5,0.714286,0.428571,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
18:33,18,7,5,0.714286,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
18:34,18,7,5,0.657143,0.428571,0.904762,meta-llama/Llama-3.2-1B,0.600000,0.200000
18:35,18,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
18:36,18,7,5,0.885714,0.714286,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
18:37,18,7,5,0.752381,0.523810,0.904762,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
18:38,18,7,5,0.752381,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
18:39,18,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
18:4,18,7,5,0.619048,0.333333,0.809524,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.400000
18:5,18,7,5,0.695238,0.428571,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
18:6,18,7,5,0.295238,-0.333333,0.809524,checkpoints/llama3.2-1b-us-rep,0.400000,0.000000
18:7,18,7,5,0.733333,0.523810,0.904762,checkpoints/llama3.2-1b-soft-panel,0.400000,0.000000
18:8,18,7,5,0.676190,0.523810,0.809524,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.400000
18:9,18,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
19:0,19,7,5,0.638095,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
19:1,19,7,5,0.638095,0.428571,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
19:10,19,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
19:11,19,7,5,0.180952,-0.333333,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
19:12,19,7,5,0.600000,0.238095,1.000000,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
19:13,19,7,5,0.771429,0.428571,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
19:14,19,7,5,0.866667,0.809524,1.000000,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
19:15,19,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
19:16,19,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
19:17,19,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
19:18,19,7,5,0.485714,-0.142857,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.400000
19:19,19,7,5,0.752381,0.523810,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
19:2,19,7,5,0.676190,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
19:20,19,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
19:21,19,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
19:22,19,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
19:23,19,7,5,0.638095,0.333333,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.400000
19:24,19,7,5,0.390476,0.047619,0.714286,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
19:25,19,7,5,1.000000,1.000000,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
19:26,19,7,5,0.790476,0.619048,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
19:27,19,7,5,0.733333,0.523810,1.000000,meta-llama/Llama-3.2-1B,0.600000,0.200000
19:28,19,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
19:29,19,7,5,0.714286,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
19:3,19,7,5,0.619048,0.333333,1.000000,checkpoints/llama3.2-1b-full-prism,0.400000,0.000000
19:30,19,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
19:31,19,7,5,0.695238,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
19:32,19,7,5,0.638095,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
19:33,19,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
19:34,19,7,5,0.504762,0.142857,0.809524,meta-llama/Llama-3.2-1B,0.600000,0.200000
19:35,19,7,5,0.542857,0.047619,0.904762,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
19:36,19,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.400000
19:37,19,7,5,0.695238,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
19:38,19,7,5,0.676190,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
19:39,19,7,5,0.676190,0.523810,0.809524,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
19:4,19,7,5,0.695238,0.428571,0.809524,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
19:5,19,7,5,0.638095,0.238095,1.000000,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
19:6,19,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
19:7,19,7,5,0.790476,0.523810,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
19:8,19,7,5,0.504762,0.142857,1.000000,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
19:9,19,7,5,0.676190,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
20:0,20,7,5,0.619048,0.333333,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
20:1,20,7,5,0.447619,-0.047619,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
20:10,20,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
20:11,20,7,5,0.390476,-0.142857,0.809524,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
20:12,20,7,5,0.542857,0.142857,0.809524,checkpoints/llama3.2-1b-soft-panel,0.600000,0.200000
20:13,20,7,5,0.523810,0.238095,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
20:14,20,7,5,0.619048,0.333333,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:15,20,7,5,0.809524,0.619048,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:16,20,7,5,0.619048,0.142857,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
20:17,20,7,5,0.657143,0.428571,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:18,20,7,5,0.695238,0.428571,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
20:19,20,7,5,0.733333,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
20:2,20,7,5,0.638095,0.333333,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
20:20,20,7,5,0.542857,0.238095,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
20:21,20,7,5,0.447619,-0.238095,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
20:22,20,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
20:23,20,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:24,20,7,5,0.523810,0.333333,0.619048,checkpoints/llama3.2-1b-full-prism,0.600000,0.200000
20:25,20,7,5,0.638095,0.428571,1.000000,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
20:26,20,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
20:27,20,7,5,0.676190,0.333333,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:28,20,7,5,0.790476,0.619048,0.904762,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
20:29,20,7,5,0.695238,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:3,20,7,5,0.638095,0.333333,0.809524,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
20:30,20,7,5,0.504762,0.142857,0.809524,meta-llama/Llama-3.2-1B,0.400000,0.000000
20:31,20,7,5,0.714286,0.333333,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
20:32,20,7,5,0.714286,0.428571,0.904762,checkpoints/llama3.2-1b-us-rep,0.600000,0.400000
20:33,20,7,5,0.752381,0.619048,0.904762,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
20:34,20,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:35,20,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
20:36,20,7,5,0.580952,0.238095,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.200000
20:37,20,7,5,0.523810,0.047619,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.800000,0.600000
20:38,20,7,5,0.523810,0.238095,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
20:39,20,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:4,20,7,5,0.523810,0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,0.600000,0.400000
20:5,20,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
20:6,20,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
20:7,20,7,5,0.542857,0.238095,0.809524,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
20:8,20,7,5,0.695238,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
20:9,20,7,5,0.714286,0.428571,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:0,21,7,5,0.561905,0.238095,0.904762,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:1,21,7,5,0.619048,0.333333,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:10,21,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
21:11,21,7,5,0.714286,0.523810,0.904762,meta-llama/Llama-3.2-1B,0.600000,0.200000
21:12,21,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.400000
21:13,21,7,5,0.733333,0.523810,0.904762,checkpoints/llama3.2-1b-adversary-soft,0.400000,0.000000
21:14,21,7,5,0.409524,-0.142857,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
21:15,21,7,5,0.771429,0.619048,1.000000,checkpoints/llama3.2-1b-soft-panel,0.600000,0.200000
21:16,21,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-hard-panel,0.600000,0.400000
21:17,21,7,5,0.161905,-0.238095,0.714286,checkpoints/llama3.2-1b-soft-panel,1.000000,1.000000
21:18,21,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-full-prism,0.800000,0.600000
21:19,21,7,5,0.561905,0.142857,0.904762,checkpoints/llama3.2-1b-full-prism,0.600000,0.200000
21:2,21,7,5,0.695238,0.333333,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
21:20,21,7,5,0.771429,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
21:21,21,7,5,0.638095,0.333333,0.904762,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:22,21,7,5,0.809524,0.619048,1.000000,checkpoints/llama3.2-1b-full-prism,0.600000,0.400000
21:23,21,7,5,0.276190,-0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
21:24,21,7,5,0.790476,0.619048,0.904762,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:25,21,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,0.400000,0.000000
21:26,21,7,5,0.257143,-0.238095,0.809524,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
21:27,21,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
21:28,21,7,5,0.638095,0.333333,1.000000,checkpoints/llama3.2-1b-full-prism,0.600000,0.400000
21:29,21,7,5,0.638095,0.333333,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
21:3,21,7,5,0.123810,-0.904762,0.904762,checkpoints/llama3.2-1b-adversary-soft,0.800000,0.600000
21:30,21,7,5,0.580952,0.333333,0.904762,meta-llama/Llama-3.2-1B,0.600000,0.400000
21:31,21,7,5,0.752381,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:32,21,7,5,0.695238,0.428571,0.809524,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
21:33,21,7,5,0.600000,0.428571,0.904762,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
21:34,21,7,5,0.771429,0.619048,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
21:35,21,7,5,0.847619,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
21:36,21,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
21:37,21,7,5,0.657143,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
21:38,21,7,5,0.733333,0.523810,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
21:39,21,7,5,0.809524,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.800000,0.600000
21:4,21,7,5,0.733333,0.428571,1.000000,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
21:5,21,7,5,0.676190,0.428571,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
21:6,21,7,5,0.733333,0.523810,0.904762,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
21:7,21,7,5,0.542857,0.428571,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
21:8,21,7,5,0.771429,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
21:9,21,7,5,0.542857,0.333333,0.809524,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
22:0,22,7,5,0.542857,0.047619,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
22:1,22,7,5,0.657143,0.428571,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
22:10,22,7,5,0.333333,-0.047619,0.809524,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
22:11,22,7,5,0.371429,-0.238095,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.800000,0.600000
22:12,22,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
22:13,22,7,5,0.542857,0.142857,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
22:14,22,7,5,0.600000,0.238095,0.904762,meta-llama/Llama-3.2-1B,0.600000,0.200000
22:15,22,7,5,0.219048,-0.428571,0.809524,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
22:16,22,7,5,0.447619,0.047619,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
22:17,22,7,5,-0.066667,-0.619048,0.619048,meta-llama/Llama-3.2-1B,0.600000,0.200000
22:18,22,7,5,0.885714,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
22:19,22,7,5,0.619048,0.333333,0.809524,meta-llama/Llama-3.2-1B,1.000000,1.000000
22:2,22,7,5,0.371429,-0.333333,0.904762,meta-llama/Llama-3.2-1B,0.800000,0.600000
22:20,22,7,5,0.676190,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
22:21,22,7,5,0.180952,-0.333333,0.619048,checkpoints/llama3.2-1b-us-rep,0.600000,0.400000
22:22,22,7,5,0.695238,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
22:23,22,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
22:24,22,7,5,0.447619,0.047619,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
22:25,22,7,5,0.561905,0.238095,0.904762,checkpoints/llama3.2-1b-adversary-soft,0.600000,0.200000
22:26,22,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
22:27,22,7,5,0.047619,-0.809524,0.809524,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
22:28,22,7,5,0.752381,0.619048,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
22:29,22,7,5,0.619048,0.333333,0.809524,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
22:3,22,7,5,0.828571,0.619048,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
22:30,22,7,5,0.619048,0.428571,0.809524,meta-llama/Llama-3.2-1B,0.800000,0.600000
22:31,22,7,5,0.695238,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
22:32,22,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
22:33,22,7,5,0.466667,-0.142857,0.904762,meta-llama/Llama-3.2-1B,1.000000,1.000000
22:34,22,7,5,1.000000,1.000000,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
22:35,22,7,5,0.600000,0.333333,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
22:36,22,7,5,-0.123810,-0.523810,0.333333,meta-llama/Llama-3.2-1B,0.400000,0.000000
22:37,22,7,5,1.000000,1.000000,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
22:38,22,7,5,0.447619,0.047619,0.904762,meta-llama/Llama-3.2-1B,0.800000,0.600000
22:39,22,7,5,0.485714,0.047619,0.904762,checkpoints/llama3.2-1b-full-prism,0.400000,0.200000
22:4,22,7,5,0.923810,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
22:5,22,7,5,0.676190,0.333333,1.000000,checkpoints/llama3.2-1b-hard-panel,0.800000,0.600000
22:6,22,7,5,0.504762,0.142857,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
22:7,22,7,5,0.809524,0.619048,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
22:8,22,7,5,0.428571,-0.238095,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.400000
22:9,22,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:0,23,7,5,0.600000,0.333333,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
23:1,23,7,5,0.638095,0.428571,1.000000,checkpoints/llama3.2-1b-soft-panel,0.600000,0.200000
23:10,23,7,5,0.714286,0.428571,1.000000,checkpoints/llama3.2-1b-adversary-soft,0.800000,0.600000
23:11,23,7,5,0.238095,-0.333333,0.904762,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:12,23,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
23:13,23,7,5,0.771429,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:14,23,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
23:15,23,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:16,23,7,5,0.638095,0.333333,1.000000,checkpoints/llama3.2-1b-us-rep,0.400000,0.200000
23:17,23,7,5,0.352381,-0.142857,0.809524,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:18,23,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
23:19,23,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:2,23,7,5,0.466667,0.238095,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:20,23,7,5,0.504762,0.238095,0.714286,checkpoints/llama3.2-1b-us-rep,0.800000,0.600000
23:21,23,7,5,0.809524,0.619048,0.904762,checkpoints/llama3.2-1b-us-rep,0.600000,0.200000
23:22,23,7,5,0.657143,0.238095,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:23,23,7,5,0.733333,0.428571,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:24,23,7,5,0.790476,0.523810,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:25,23,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
23:26,23,7,5,0.638095,0.333333,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:27,23,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.600000,0.200000
23:28,23,7,5,0.714286,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:29,23,7,5,0.695238,0.523810,0.809524,checkpoints/llama3.2-1b-full-prism,0.400000,0.000000
23:3,23,7,5,0.676190,0.428571,0.904762,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
23:30,23,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
23:31,23,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-hard-panel,1.000000,1.000000
23:32,23,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:33,23,7,5,0.828571,0.714286,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
23:34,23,7,5,0.523810,0.047619,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
23:35,23,7,5,0.866667,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
23:36,23,7,5,0.714286,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
23:37,23,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
23:38,23,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
23:39,23,7,5,0.828571,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
23:4,23,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
23:5,23,7,5,0.657143,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.400000,0.000000
23:6,23,7,5,0.942857,0.904762,1.000000,checkpoints/llama3.2-1b-full-prism,1.000000,1.000000
23:7,23,7,5,0.790476,0.619048,1.000000,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
23:8,23,7,5,0.600000,0.333333,0.904762,checkpoints/llama3.2-1b-adversary-hard,0.800000,0.600000
23:9,23,7,5,0.828571,0.619048,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
24:0,24,7,5,0.733333,0.428571,0.904762,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
24:1,24,7,5,0.790476,0.523810,1.000000,checkpoints/llama3.2-1b-adversary-soft,1.000000,1.000000
24:10,24,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-adversary-hard,1.000000,1.000000
24:11,24,7,5,0.847619,0.714286,1.000000,checkpoints/llama3.2-1b-hard-panel,0.600000,0.200000
24:12,24,7,5,0.942857,0.904762,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
24:13,24,7,5,0.619048,0.238095,1.000000,meta-llama/Llama-3.2-1B,0.800000,0.600000
24:14,24,7,5,0.561905,0.142857,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
24:15,24,7,5,0.866667,0.714286,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
24:16,24,7,5,0.885714,0.809524,1.000000,checkpoints/llama3.2-1b-soft-panel,0.800000,0.600000
24:17,24,7,5,0.904762,0.809524,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
24:18,24,7,5,0.923810,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
24:19,24,7,5,0.752381,0.428571,1.000000,meta-llama/Llama-3.2-1B,1.000000,1.000000
24:2,24,7,5,0.904762,0.809524,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
24:20,24,7,5,0.733333,0.523810,1.000000,checkpoints/llama3.2-1b-us-rep,1.000000,1.000000
